JNAME,BNAME,RAJ,RAJ_ERR,DECJ,DECJ_ERR,F0,F0_ERR,F1,F1_ERR,P0,P0_ERR,P1,P1_ERR,DM,DM_ERR,RM,RM_ERR,DIST,ASSOC,PB,PB_ERR,BINCOMP,AGE,BSURF,EDOT,NGLT,TYPE,rm_MK,dm_MK,w50_MK,w10_MK,scatter_MK,USER,COMMENTS,CATEGORY
J1649-3935,,16:49:06.68,0.03,-39:35:44.2,1.4,1.2971686846164028,2.355705234889228e-11,-6.579148191726344e-17,6.730586385397794e-19,0.770909760511,1.4e-11,3.91e-17,4e-19,290.0,7.0,,,13.46,,,,,312386907.77192575,175687203163.0182,3.369192778435701e+30,,,,,,,,,,
J1649-4349,,16:49:20.42,0.08,-43:49:22.2,1.5,1.14848595852,9e-11,-5.8e-17,2.5e-17,0.8707115594940779,6.823247578529482e-11,4.3972039950523333e-17,1.8953465495915227e-17,398.6,1.2,759.0,17.0,4.41,,,,,313735550.9203531,198004673184.65747,2.629743680425211e+30,,,,,,,,,,
J1650-1654,,16:50:27.1694,0.0007,-16:54:42.282,0.02,0.571574977551,1e-11,-1.04633e-15,1.2e-19,1.7495517460975152,3.060931312272864e-11,3.202744259970466e-15,3.673117574727608e-19,43.25,0.15,16.1,5.6,1.06,,,,,8655069.66298286,2395380474127.4746,2.3610306345100205e+31,,,,,,,,,,
J1650-4126,,16:50:13.174,0.005,-41:26:33.8,0.3,3.2371083582092566,3.143661156836469e-11,-2.0748163635120693e-16,4.191548209115292e-18,0.308917678787,3e-12,1.98e-17,4e-19,251.5,0.5,,,4.87,,,,,247197235.67445567,79141441236.19548,2.6515305686846536e+31,,,,,,,,,,
J1650-4341,,16:50:44.68,0.01,-43:41:30.8,0.5,3.232079127748898,4.17853419521203e-11,-1.7434933929522196e-16,1.9848037427257146e-18,0.309398365719,4e-12,1.669e-17,1.9e-19,673.0,4.0,,,5.34,,,,,293716074.96766675,72717201082.15465,2.224651707433985e+31,,,,,,,,,,
J1650-4502,,16:50:32.30,0.06,-45:02:37.3,2.0,2.6255691627,3e-10,-1.1072e-13,1.1e-16,0.38086979928254927,4.3518541201658814e-11,1.606124293949221e-14,1.5956798440608653e-17,320.2,0.3,130.0,10.0,3.92,,,,,375719.2295404808,2502809659479.2993,1.1476495131376324e+34,,,,,,,,,,
J1650-4921,,16:50:35.109,0.017,-49:21:03.76,0.03,6.393872581394,2e-12,-7.43411e-14,5e-19,0.15639973854186173,4.892175643192542e-14,1.8184485935407056e-15,1.2230439107981409e-20,229.3,0.3,,,5.31,,,,,1362702.4339895763,539657856249.2541,1.8765178371329268e+34,,,,,,,,,,
J1651-1709,B1648-17,16:51:31.7521,,-17:09:22.1135,,1.027333553063,5e-12,-3.2054e-15,5e-20,0.9733936918720266,4.737476396881269e-12,3.0371013685126443e-15,4.737476396882192e-20,33.46,0.06,4.0,8.0,0.84,,,,,5078030.1746675465,1739898388186.6707,1.3000302020207075e+32,,,,,,,,,,
J1651-4246,B1648-42,16:51:48.77,0.01,-42:46:09.4,0.3,1.1847209403,2e-11,-6.682e-15,2e-18,0.8440806319729401,1.424944226543676e-11,4.760738660882422e-15,1.4249442265436851e-18,482.0,3.0,-167.4,1.1,5.2,,,,,2809154.533922879,2028519172370.9438,3.125232074283315e+32,,,,,,,,,,
J1651-5222,B1647-52,16:51:42.95,0.01,-52:22:58.6,0.2,1.5746588888,3e-11,-4.492e-15,2e-18,0.6350581748927667,1.2098966564943957e-11,1.8116185936576083e-15,8.065977709962668e-19,179.1,0.6,-38.0,5.0,6.28,,,,,5554088.284220352,1085400752917.8159,2.792453650544975e+32,,,,,,,,,,
J1651-7642,,16:51:07.87,0.16,-76:42:39.5,0.7,0.569699588581326,5.842037182135177e-11,-4.4237203773612486e-16,2.5964609698378584e-18,1.75531107981,1.8e-10,1.363e-15,8e-18,80.0,10.0,54.0,6.0,9.23,,,,,20404420.99704962,1565218431345.5342,9.949317954585957e+30,,,,,,,,,,
J1652-1400,,16:52:16.677,0.007,-14:00:27.4,0.4,3.273889772449511,3.2155062726448536e-11,-1.8842866757698842e-16,1.6077531363224266e-18,0.305447058241,3e-12,1.758e-17,1.5e-19,49.5,1.3,-49.0,10.0,0.6,,,,,275285358.4777481,74152771402.62408,2.4354026095637412e+31,,,,,,,,,,
J1653-3838,B1650-38,16:53:39.798,0.011,-38:38:20.8,0.5,3.278287403210615,3.224150489414819e-11,-2.9941610878365616e-14,2.1494336596099597e-18,0.305037318882,3e-12,2.786e-15,2e-19,207.2,0.2,-82.0,3.0,5.44,,,,,1734754.0106404822,932861182435.51,3.875091160437816e+33,,,,,,,,,,
J1653-4249,,16:53:40.22,0.05,-42:49:03.3,1.9,1.63249783074,1.2e-10,-1.283e-14,6e-17,0.6125582412239451,4.5027311866964747e-11,4.814170093776315e-15,2.2513655933482386e-17,416.1,1.1,25.0,17.0,4.48,,,,,2016006.8050156229,1737738356361.7544,8.2687337101507e+32,,,,,,,,,,
J1654-3710,,16:54:44.426,0.019,-37:10:57.1,0.9,1.06477508236,3e-11,-8.33e-16,3e-18,0.93916547876343,2.6460953895028282e-11,7.347324864852853e-16,2.6460953895028286e-18,302.0,1.2,,,19.01,,,,,20252512.792325083,840592788888.5261,3.5015684251649753e+31,,,,,,,,,,
J1655-3048,,16:55:24.53,0.02,-30:48:42,1.0,1.8418381386602956,3.05313095612126e-11,-1.2416065888226457e-16,3.05313095612126e-18,0.542935874228,9e-12,3.66e-17,9e-19,154.3,0.3,-63.0,10.0,10.71,,,,,235035514.47982848,142647705444.80087,9.028076010552601e+30,,,,,,,,,,
J1655-3844,,16:55:38.66,0.05,-38:44:09,1.0,0.8379144917160024,9.829409735987614e-11,-1.4042013908553735e-15,4.21260417256612e-17,1.19343919921,1.4e-10,2e-15,6e-17,365.0,11.0,,,19.04,,,,,9454451.536317717,1563382064622.1064,4.645033357837057e+31,,,,,,,,,,
J1656-3621,,16:56:32.955,0.015,-36:21:59.7,0.6,1.36961215431,3e-11,-2.392e-15,3e-18,0.7301337074536932,1.5992856922802257e-11,1.2751637919781e-15,1.5992856922802267e-18,229.0,3.0,,,10.73,,,,,9071987.92160047,976414373438.2572,1.2933572843657827e+32,,,,,,,,,,
J1657-4432,,16:57:36.73,0.04,-44:32:20,1.0,1.640400728742768,1.0763658203439216e-10,-2.2078953889804693e-14,1.3454572754299335e-17,0.60960714201,4e-11,8.205e-15,5e-18,375.3,1.6,,,4.56,,,,,1177165.4264516819,2263154974498.357,1.429842437631354e+33,,,,,,,,,,
J1658-4958,,16:58:54.92,0.06,-49:58:58.4,0.6,2.39880767693,6e-11,-2.219e-14,4e-17,0.4168737700888978,1.0427024411287874e-11,3.856261194774632e-15,6.95134960752525e-18,193.4,1.3,-230.6,4.5,6.11,,,,,1712790.1828644578,1283026080069.433,2.101418101824636e+33,,,,,,,,,,
J1659-4439,,16:59:39.44,0.04,-44:39:01,1.0,2.830511516929363,1.2017693171204647e-10,-2.0029488618674408e-16,2.403538634240929e-17,0.353293033439,1.5e-11,2.5e-17,3e-18,535.0,3.0,,,12.69,,,,,223903613.35399395,95101533405.29478,2.238177493602577e+31,,,,,,,,,,
J1700-3312,,17:00:52.981,,-33:12:46.5057,,0.736210585862,5e-12,-2.55438e-15,7e-20,1.3583070105262602,9.224989674223929e-12,4.712825824808824e-15,1.2914985543915088e-19,166.97,0.09,-15.0,3.0,7.39,,,,,4566490.830340976,2560292854694.65,7.424159603000805e+31,,,,,,,,,,
J1700-3919,,17:00:22.27,0.03,-39:19:00.02,1.42,1.78411007426,5e-11,-1.6e-17,4e-18,0.56050353306523,1.570821052893027e-11,5.0266273692576875e-18,1.2566568423144219e-18,354.3,1.8,,,11.63,,,,,1766719896.9701433,53712764008.82967,1.126941481020439e+30,,,,,,,,,,
J1700-4012,,17:00:38.55,0.04,-40:12:38.6,1.2,3.52370931957,1.3e-10,-1.23e-15,4e-17,0.2837918537849287,1.0469916115709225e-11,9.906151401786423e-17,3.2215126509874544e-18,385.0,4.0,,,6.7,,,,,45390085.507986315,169668969227.4822,1.7110587568225125e+32,,,,,,,,,,
J1700-4422,,17:00:53.67,0.08,-44:22:27,1.0,1.3235647031577016,5.255470570334804e-10,-7.007294093779739e-17,3.5036470468898693e-17,0.7555354095,3e-10,4e-17,2e-17,425.0,5.0,,,7.74,,,,,299268405.03555405,175916827998.68805,3.661468132828577e+30,,,,,,,,,,
J1700-4939,,17:00:22.56,0.04,-49:39:15,1.0,1.7290166220545216,1.195799391736331e-10,-3.2226793607294126e-15,2.09264893553858e-17,0.57836343922,4e-11,1.078e-15,7e-18,278.0,3.0,,,15.42,,,,,8500571.173667513,799023908515.0455,2.199763556621092e+32,,,,,,,,,,
J1701-4533,B1657-45,17:01:29.154,0.006,-45:33:48.7,0.3,3.0968518734847024,2.8771474578917133e-11,-4.980342249610555e-15,1.9180983052611442e-18,0.322908566781,3e-12,5.193e-16,2e-19,526.0,0.6,4.0,4.0,19.59,,,,,9852065.29949794,414380130772.3118,6.088907244015533e+32,,,,,,,,,,
J1702-4128,,17:02:52.52,0.01,-41:28:48.2,0.5,5.490408716263847,1.8086752722975615e-10,-1.5779124232226898e-12,9.043376362085359e-18,0.182135802939,6e-12,5.23448e-14,3e-19,367.1,0.7,-165.5,4.7,3.97,,,,,55129.97774000191,3124527943537.3467,3.420166962338094e+35,,,,,,,,,,
J1702-4306,,17:02:27.36,0.02,-43:06:45.1,0.4,4.64018878013,2e-11,-2.10572e-13,2e-19,0.21550847333672143,9.288780415984875e-13,9.779785348773835e-15,9.288780416367452e-21,538.4,0.5,,,5.04,,,,,349141.17151955457,1469084629528.4988,3.857411833081857e+34,,,,,,,,,,
J1703-1846,B1700-18,17:03:51.0915,0.0002,-18:46:14.845,0.006,1.2432536715719,1.8e-12,-2.675571e-15,1.5e-20,0.8043410792711806,1.1645362292456297e-12,1.730999646343866e-15,9.70446857704821e-21,49.551,0.015,-29.0,3.0,2.857122085799315,,,,,7362228.757877155,1194039221603.903,1.3132154006583612e+32,,,,,,,,,,
J1703-3241,B1700-32,17:03:22.5406,,-32:41:48.0373,,0.8252288334107,1.5e-12,-4.49345e-16,1.2e-20,1.2117850946469777,2.2026346734128772e-12,6.598285848831395e-16,1.762107738730318e-20,110.306,0.014,-21.7,0.5,3.17,,,,,29097824.321831696,904853653826.8484,1.4639088759874467e+31,,,,,,,,,,
J1703-4442,,17:03:20.59,0.03,-44:42:42,1.0,0.5723136989002453,3.2754296994888065e-11,-4.683864470268993e-15,6.223316429028756e-18,1.74729348943,1e-10,1.43e-14,1.9e-17,280.2,1.9,,,5.22,,,,,1935957.67587199,5058257409861.758,1.058274174762783e+32,,,,,,,,,,
J1703-4851,,17:03:54.53,0.02,-48:52:01.0,0.5,0.716124628386,9e-12,-2.602e-15,1e-18,1.3964049836601733,1.754952190551872e-11,5.073761777573301e-15,1.9499468783909733e-18,150.29,0.03,-46.0,5.0,4.11,,,,,4360611.089562724,2693523131825.3877,7.356235748836061e+31,,,,,,,,,,
J1704-5236,,17:04:40.569,0.015,-52:36:57.4,0.5,4.334474177656047,5.636299919030121e-11,-9.769586526318875e-16,5.63629991903012e-17,0.230708491737,3e-12,5.2e-17,3e-18,170.0,,-20.0,11.0,9.48,,,,,70295297.55388682,110836662562.58249,1.6717538821570183e+32,,,,,,,,,,
J1705-1906,B1702-19,17:05:36.0991,,-19:06:38.6507,,3.344622243443,1.8e-11,-4.628835e-14,1.1e-19,0.2989874273426425,1.6090826707614948e-12,4.137876769063491e-15,9.833282988087775e-21,22.907,0.003,-19.2,1.0,0.75,GRS,,,,1144831.0790401504,1125551102775.6204,6.11193195566197e+33,1.0,HE,,,,,,,,
J1705-3423,,17:05:42.362,0.003,-34:23:43.4,0.2,3.91501633784,1e-11,-1.6499e-14,2e-18,0.2554267757032457,6.524283774615617e-13,1.0764415799738306e-15,1.3048567549231247e-19,146.36,0.1,-44.0,8.0,3.84,,,,,3759603.051907145,530613654228.53375,2.550063164916725e+33,3.0,,,,,,,,,
J1705-3950,,17:05:29.84,0.03,-39:50:59,1.0,3.1353713829473167,1.3762775192606956e-10,-5.957620294821991e-13,1.2779719821813486e-17,0.318941483436,1.4e-11,6.06031e-14,1.3e-18,207.25,0.01,-98.8,1.9,3.43,,,,,83383.9006144622,4448902655439.421,7.374312660534583e+34,,,,,,,,,,
J1705-4331,,17:05:35.914,0.007,-43:31:13.6,0.1,4.493148121000855,4.037676007450703e-10,-1.4374126586524504e-15,1.0094190018626762e-17,0.22256110261,2e-11,7.12e-17,5e-19,185.24,0.05,,,3.44,,,,,49526234.29419092,127383919385.34459,2.549716753852988e+32,,,,,,,,,,
J1707-4053,B1703-40,17:07:21.728,0.012,-40:53:56.1,0.4,1.7211209014680466,5.332062883446326e-11,-5.702345028130099e-15,1.1849028629880731e-17,0.58101670786,1.8e-11,1.925e-15,4e-18,360.0,0.2,-179.7,0.5,4.0,,,,,4782158.0415806975,1070186962419.9465,3.8745797719623486e+32,,,,,,,,,,
J1707-4341,,17:07:40.11,0.01,-43:41:12.0,0.6,1.1228454748043812,3.782345880866029e-11,-7.1814140458043e-15,5.0431278411547285e-18,0.89059449625,3e-11,5.696e-15,4e-18,398.2,0.8,-143.0,25.0,13.01,,,,,2477285.5164905963,2279160828167.982,3.1833888922942045e+32,,,,,,,,,,
J1707-4729,,17:07:15.547,0.007,-47:29:34.5,0.3,3.752716439961871,4.2248642036280295e-10,-2.197351872306938e-14,8.449728407257507e-18,0.26647363743,3e-11,1.5603e-15,6e-19,268.3,0.4,-475.3,5.6,12.83,,,,,2705902.718389269,652500964043.424,3.2554055131040045e+33,,,,,,,,,,
J1708-3641,,17:08:35.91,0.03,-36:41:21.5,1.4,1.7019341638867553,4.055211857486873e-11,-3.907486282678423e-16,1.448289949102455e-18,0.587566793839,1.4e-11,1.349e-16,5e-19,316.0,3.0,,,11.31,,,,,69009889.39873119,284894834527.78546,2.6254270470762234e+31,,,,,,,,,,
J1709-1640,B1706-16,17:09:26.4413,0.0015,-16:40:57.73,0.16,1.53126700704,8e-11,-1.47952e-14,3e-19,0.6530539712555028,3.4118359149806645e-11,6.309849341165241e-15,1.2794384681347366e-19,24.891,0.001,-1.3,0.3,0.56,,,,,1639819.7856672707,2054158782168.1177,8.9439940624979e+32,,,,,,,,,,
J1709-3626,,17:09:45.15,0.02,-36:26:03.6,0.9,2.23285527590951,5.484206951472629e-11,-1.130494478405835e-14,6.481335488104039e-18,0.447857060325,1.1e-11,2.2675e-15,1.3e-18,393.6,1.1,-225.9,8.3,16.08,,,,,3129379.0200025276,1019749118906.1277,9.965262819690433e+32,,,,,,,,,,
J1709-3841,,17:09:15.99,0.19,-38:41:17,10.0,1.7036176706,5e-10,-2.28e-14,3e-16,0.5869861631851989,1.722763778854405e-10,7.855802831576086e-15,1.033658267312644e-16,356.0,3.0,,,4.3,,,,,1183868.1216557948,2172997354888.9973,1.533439760308895e+33,,,,,,,,,,
J1709-4401,,17:09:41.39,0.03,-44:01:11.2,0.6,1.1557549262698898,9.35038614717983e-10,-9.844620843530763e-15,1.3357694495980686e-17,0.8652353343,7e-10,7.37e-15,1e-17,225.8,0.4,-122.0,2.0,4.6,,,,,1860085.0239551626,2555352664452.0093,4.4918421313884266e+32,,,,,,,,,,
J1709-4429,B1706-44,17:09:42.728,0.002,-44:29:08.24,0.06,9.759978135,7e-10,-8.857444e-12,1.2e-17,0.10245924592944797,7.34852795350177e-12,9.29845354722522e-14,1.259747656232733e-19,75.68,0.03,0.7,0.07,2.6,SNR,,,,17458.481487711495,3123423826010.337,3.412848396131995e+36,1.0,HE,,,,,,,,
J1710-4148,,17:10:23.75,0.04,-41:48:19,2.0,3.489655613138381,1.8266544447462314e-10,-1.2421250224274375e-15,4.871078519323284e-17,0.286561228631,1.5e-11,1.02e-16,4e-18,461.0,3.0,,,7.19,,,,,44512634.20076055,173005049660.5538,1.7112269718579582e+32,,,,,,,,,,
J1711-1509,B1709-15,17:11:55.0591,,-15:09:39.7516,,1.151007262132,4e-12,-1.46056e-15,3e-20,0.8688042490259439,3.019283292502137e-12,1.1024611014242304e-15,2.2644624693767328e-20,59.88,0.03,8.0,12.0,1.08,,,,,12486039.32636244,990358843372.6788,6.636776659514063e+31,,,,,,,,,,
J1711-4322,,17:11:10.561,0.012,-43:22:53.1,0.5,9.74485168391,5e-11,-2.532e-15,4e-18,0.10261828834718216,5.265256551652711e-13,2.666325917756933e-17,4.212205241322169e-20,191.5,0.7,,,3.99,,922.4708,0.0008,He,60978616.88278593,52932082247.016205,9.740890730514492e+32,,,,,,,,,,
J1714-1054,,17:14:40.122,0.005,-10:54:10.9,0.3,1.4362064186875292,1.8564199893713323e-11,-1.2128610597226037e-16,8.250755508317033e-19,0.696278743075,9e-12,5.88e-17,4e-19,51.0,3.0,,,0.21,,,,,187616853.34695837,204752969832.03308,6.876819935695614e+30,,,,,,,,,,
J1715-3859,,17:15:37.89,0.03,-38:59:25.1,0.9,1.07746138421,3e-11,-5.105e-15,7e-18,0.9281075077537047,2.584150637846379e-11,4.397363002068588e-15,6.029684821641555e-18,817.0,5.0,571.0,32.0,5.2,,,,,3344044.1683713687,2044303067388.7722,2.1714868179229012e+32,,,,,,,,,,
J1716-4111,,17:16:44.307,0.007,-41:11:09.5,0.6,0.965188290861096,2.794765310446091e-11,-2.6848378749018784e-15,4.657942184076821e-18,1.03606727254,3e-11,2.882e-15,5e-18,245.8,0.5,,,4.39,,,,,5695869.3118475,1748601893104.124,1.0230334808812307e+32,,,,,,,,,,
J1716-4711,,17:16:01.109,0.007,-47:11:00.9,0.3,1.7991299609659013,1.9421211698670992e-10,-2.696311557498823e-15,6.473737232890358e-18,0.55582421598,6e-11,8.33e-16,2e-18,287.06,0.06,,,21.91,,,,,10572032.752183694,688559082168.8522,1.915103923111981e+32,,,,,,,,,,
J1717-3425,B1714-34,17:17:20.2442,,-34:24:59.5684,,1.52369521716,1.4e-10,-2.27604e-14,1e-18,0.6562992314590905,6.030201536993101e-11,9.803557075898411e-15,4.3072868121756043e-19,587.7,0.7,-191.0,14.0,25.0,,,,,1060679.6858399236,2566804352081.575,1.3691080729205855e+33,,,,,,,,,,
J1717-3737,,17:17:15.96,0.02,-37:37:36,1.0,1.4653761798455816,6.44198204537649e-11,-1.1365803655392586e-14,1.2883964090753018e-17,0.68241862653,3e-11,5.293e-15,6e-18,525.8,1.2,,,4.34,,,,,2042749.0424533975,1923208463268.7761,6.575200700460295e+32,,,,,,,,,,
J1717-4054,B1713-40,17:17:52.36,0.03,-41:03:17.8,0.7,1.12648201282,3e-11,-4.699e-15,3e-18,0.8877194563423443,2.364137499506242e-11,3.703027370059943e-15,2.36413749950625e-18,306.9,0.1,-809.0,3.0,7.28,,,,,3798261.432556315,1834705270723.5906,2.0897264670442794e+32,,,,,,,,,,
J1717-5800,,17:17:35.65,0.02,-58:00:05.4,0.3,3.107584447378564,5.794248658553481e-11,-1.889890770798194e-15,9.657081097589136e-18,0.321793346869,6e-12,1.957e-16,1e-18,125.22,0.14,39.0,20.0,11.22,,,,,26052672.03258853,253941640881.99008,2.318565557744898e+32,,,,,,,,,,
J1718-3825,,17:18:13.565,0.004,-38:25:18.06,0.15,13.39227352093,7e-11,-2.371346e-12,1.1e-17,0.07466992056555286,3.9029179260861816e-13,1.3221669731932517e-14,6.133156741008145e-20,247.46,0.06,113.0,10.0,3.49,GRS,,,,89479.885972086,1005462725969.7062,1.253744305114615e+36,,HE,,,,,,,,
J1718-4539,,17:18:11.90,0.04,-45:39:15.9,0.9,1.69355814663,7e-11,-2.1531e-14,1.9e-17,0.5904727877161426,2.4406067912329102e-11,7.5069578317194e-15,6.624504147632214e-18,254.0,6.0,,,13.8,,,,,1246240.7521382088,2130501823936.9788,1.4395410374915435e+33,,,,,,,,,,
J1719-4006,B1715-40,17:19:01.722,0.01,-40:06:59.5,0.4,5.288361320172832,5.593353090540028e-11,-4.6637378068922755e-14,5.593353090540115e-18,0.189094492501,2e-12,1.6676e-15,2e-19,386.6,0.2,-218.0,17.0,9.83,,,,,1796606.7652677281,568244657793.9291,9.736771616272726e+33,,,,,,,,,,
J1719-4302,,17:19:48.77,0.01,-43:02:11.4,0.6,4.246731710041855,5.410419065122506e-10,-7.071417718115115e-15,1.6231257195367617e-17,0.23547520029,3e-11,3.921e-16,9e-19,297.7,0.6,-551.2,8.9,13.44,,,,,9515122.194358042,307482913116.3519,1.1855532191364118e+33,,,,,,,,,,
J1720-0212,B1718-02,17:20:57.269,0.011,-02:12:23.9,0.5,2.093296799451,1.1e-11,-3.6281e-16,8e-20,0.47771534369243085,2.510331445590951e-12,8.279757743407753e-17,1.8256955967934206e-20,66.98,0.04,6.0,1.5,2.36,,,,,91415028.25422265,201253475290.93927,2.998263480575716e+31,,,,,,,,,,
J1720-1633,B1717-16,17:20:25.2057,,-16:33:33.7268,,0.638732285846,1.2e-11,-2.36545e-15,9e-20,1.5656011480232308,2.9413283456299903e-11,5.797970945975383e-15,2.2059962592235683e-19,44.83,0.03,-12.0,13.0,0.99,,,,,4278299.005166774,3048797370847.3613,5.964751816906665e+31,1.0,,,,,,,,,
J1720-2933,B1717-29,17:20:34.1171,,-29:33:16.2416,,1.611737665617,4e-12,-1.93788e-15,4e-20,0.6204483653468403,1.539824696246265e-12,7.459988705904279e-16,1.5398246962463095e-20,42.64,0.03,21.0,5.0,1.09,,,,,13177514.779359283,688449177880.1266,1.2330508093830657e+32,,,,,,,,,,
J1720-3659,,17:20:01.976,0.009,-36:59:06.5,0.4,2.84799157894,4e-11,-2.65e-16,7e-18,0.35112463372247477,4.931540336269682e-12,3.267145472778665e-17,8.630195588471944e-19,381.6,0.5,-99.0,7.0,3.92,,,,,170278126.88125595,108383922406.7015,2.9795063235077947e+31,,,,,,,,,,
J1721-3532,B1718-35,17:21:32.7786,,-35:32:49.6144,,3.56603038405,7e-11,-3.202818e-13,1e-18,0.2804238585494842,5.5046278310646795e-12,2.518617300090702e-14,7.86375404499977e-20,496.0,0.4,159.0,4.0,4.6,,,,,176408.21919520837,2689295652502.6045,4.508966789373259e+34,1.0,,,,,,,,,
J1722-3207,B1718-32,17:22:02.959,0.002,-32:07:45.3,0.2,2.095742100981,7e-12,-2.8338e-15,6e-19,0.4771579477894289,1.5937579499703355e-12,6.451987540894195e-16,1.3660782428317167e-19,126.064,0.008,70.4,0.5,2.93,,,,,11717492.365629802,561471632889.5221,2.3445892565662208e+32,,,,,,,,,,
J1722-3632,B1718-36,17:22:09.817,0.008,-36:32:53.3,0.5,2.505114493367543,2.510239449952049e-11,-2.8018665180502284e-14,1.8826795874641205e-18,0.399183351758,4e-12,4.4647e-15,3e-19,416.2,0.2,-307.0,8.0,3.99,,,,,1416596.5355349644,1350928393530.981,2.7709887194471906e+33,,,,,,,,,,
J1722-3712,B1719-37,17:22:59.21,0.04,-37:12:04.50,0.08,4.2340633683,7e-10,-1.94742e-13,1.1e-17,0.236179743432018,3.9046609845329696e-11,1.0862878420713136e-14,6.135895832942654e-19,99.49,0.03,104.0,3.0,2.48,,,,,344479.803598745,1620853491978.0156,3.2551927990897826e+34,,,,,,,,,,
J1722-4400,,17:22:46.517,0.012,-44:00:33.2,0.3,4.57552623855,3e-11,-7.826e-15,8e-18,0.21855409582721647,1.4329767840855634e-12,3.738158770751207e-16,3.8212714242281693e-19,219.3,0.5,,,9.07,,,,,9263332.305300662,289239981338.1462,1.4136458756460733e+33,,,,,,,,,,
J1723-3659,,17:23:07.58,0.17,-36:59:14.2,0.8,4.93279317887,3e-11,-1.95353e-13,5e-18,0.20272489920793296,1.2329215427659974e-12,8.028497404798864e-15,2.0548692379435613e-19,254.4,0.1,-219.0,11.0,3.5,,,,,400072.6464924407,1290983407728.89,3.804282228969655e+34,,,,,,,,,,
J1724-3149,,17:24:44.87,0.07,-31:49:04,4.0,1.05458870231,9e-11,-8.06e-15,4e-17,0.9482369741014413,8.092380231477517e-11,7.247176073967642e-15,3.596613436212232e-17,409.0,4.0,25.0,15.0,18.45,,,,,2073070.6827842505,2652728647756.3564,3.355659551164903e+32,,,,,,,,,,
J1725-3546,,17:25:42.2,0.3,-35:46:16,7.0,0.9685500193,3e-10,-1.407e-14,7e-17,1.032471199291008,3.197990332096237e-10,1.4998574657531355e-14,7.461977441557946e-17,744.0,4.0,,,4.8,,,,,1090671.57298713,3982116356544.686,5.379920874061583e+32,,,,,,,,,,
J1726-3635,,17:26:49.61,0.03,-36:35:45.6,1.3,3.47908898733,1.5e-10,-1.743e-14,3e-17,0.28743156718375357,1.2392535872056297e-11,1.4400126683329419e-15,2.478507174411263e-18,539.2,0.7,,,4.85,,,,,3162526.6019315566,651029047259.7654,2.3939918137246406e+33,,,,,,,,,,
J1726-4006,,17:26:33.37,0.07,-40:06:02,4.0,1.13278729089,1.2e-10,-4.27e-15,4e-17,0.8827782656480259,9.351569595606438e-11,3.3276001811032912e-15,3.117189865202148e-17,277.0,3.0,,,9.4,,,,,4203262.663739845,1734368447430.9045,1.9095717433285588e+32,,,,,,,,,,
J1727-2739,,17:27:30.99,0.12,-27:39:00.5,16.9,0.77333543004,9e-11,-6.58e-16,1.4e-17,1.2930999423474958,1.504896714809187e-10,1.1002467092716058e-15,2.3409504452587358e-17,147.0,4.0,-8.0,1.5,4.0,,,,,18621216.5781211,1207010543151.5447,2.0088778858429819e+31,,,,,,,,,,
J1730-3350,B1727-33,17:30:32.5588,,-33:50:39.4333,,7.1705039813,9e-10,-4.3616e-12,9e-18,0.1394602112498516,1.7504235469667917e-11,8.48294149161151e-14,1.7504235599196448e-19,261.29,0.04,-142.0,5.0,3.49,,,,,26047.730171299358,3480553978806.8784,1.2346823848895368e+36,2.0,,,,,,,,,
J1731-3123,,17:31:00.53,0.03,-31:23:43,4.0,1.32793661839,5e-11,-2.96e-15,4e-18,0.7530479890014684,2.8354063686957786e-11,1.678560570267901e-15,2.2683250949566264e-18,354.0,3.0,,,7.24,,,,,7108069.624156583,1137705384421.6343,1.5517751566383923e+32,,,,,,,,,,
J1731-4744,B1727-47,17:31:42.160,0.005,-47:44:36.26,0.06,1.20506786194,6e-11,-2.37616e-13,5e-18,0.8298287852354905,4.131694876832459e-11,1.6362613497557028e-13,3.4430790640656036e-18,123.056,0.004,-429.1,0.5,0.7,SNR,,,,80352.95651601498,11791540911315.418,1.1304384524109899e+34,7.0,HE,,,,,,,,
J1732-4156,,17:32:48.86,0.04,-41:56:29.6,1.6,3.09182036197,1.2e-10,-6.32e-15,5e-17,0.3234340559691621,1.255315062727957e-11,6.611325997033906e-16,5.230479428033153e-18,228.7,1.5,,,11.53,,,,,7751097.71640096,467936732276.5292,7.714203085754455e+32,,,,,,,,,,
J1733-3716,B1730-37,17:33:26.760,0.002,-37:16:55.19,0.1,2.96213003717,4e-11,-1.319989e-13,9e-19,0.33759490213177595,4.558812717814535e-12,1.5043956601438225e-14,1.0257328615163175e-19,153.18,0.08,-335.0,2.0,3.15,,,,,355549.314177678,2280494106524.7495,1.5435978637739396e+34,,,,,,,,,,
J1733-4005,,17:33:58.64,0.03,-40:05:39.7,1.5,1.78006154428,4e-11,-1.1484e-14,7e-18,0.5617783290770884,1.2623795640825814e-11,3.624291728481091e-15,2.2091642371445234e-18,317.8,1.1,-225.3,8.3,19.22,,,,,2455884.1226715706,1443923029993.4814,8.070267653671423e+32,,,,,,,,,,
J1734-2415,,17:34:41.6,0.3,-24:15:20,90.0,1.6325897834,3e-10,-2.8e-15,3e-17,0.6125237399914504,1.1255559961593416e-10,1.050518929748719e-15,1.1255559961593422e-17,126.3,0.7,,,3.44,,,,,9238151.503690306,811733337120.1759,1.8046577148788343e+32,,,,,,,,,,
